cpse_id,material_code,material_description,material_long_text,material_group_code,material_group_description,uom,manufacturer,plant_or_location,unit_price,currency,source_system,created_date,_true_material_id,_variant_style
ONGC,OGC-ALT-004631,GATE VLV SS304 25NB CL600 BS 5351,Application: industrial service. Material: SS304. Size: 25 mm. Pressure class: 600. Standard: BS 5351.,VLV-10,Flow Control Valves,PCS,Forbes Marshall,,212783.97,INR,LEGACY_ERP,2018-07-14,MAT_00075,partial_description
IOCL,IOC-ALT-003609,HEX HEAD BOLT SS304 M10 X 75MM,Application: industrial service. Material: SS304. Size: 10 mm. Standard: IS 1363. Length Mm: 75.,FST-90,Fasteners,PCS,,Gujarat,,,LEGACY_ERP,2026-02-11,MAT_00407,abbreviation_variation
CPCL,CPC-ALT-003533,HYDRAULIC FILTER CARBON STEEL/SS,,FLT-100,Filtration Materials,EA,,Chennai Refinery,18105.58,INR,CUSTOM_ERP,2018-06-30,MAT_00339,standard_included
IOCL,IOC-ALT-003906,SLIP ON FLANGE,,FLG-30,Pipe Flanges & Fittings,EA,Jindal,Panipat,24058.49,INR,SAP_MM,2017-02-20,MAT_00368,missing_spec
IOCL,IOC-MOT-00588,AC INDUCTION MOTOR 30KW 960RPM FRAME 80 IS 12615,Application: industrial service. Material: Copper/Aluminium. Size: 80 mm. Standard: IS 12615. Power Kw: 30. Rpm: 960.,MTR-70,Electrical Motors,NOS,BHEL,Paradip,490490.39,INR,LEGACY_ERP,2016-01-31,MAT_00588,unit_variation
ONGC,OGC-INS-00282,PRESSURE GAUGE SS316,Application: industrial service. Material: SS316. Size: 100 mm. Standard: ISA 5.1. Manufacturer: Honeywell.,INS-120,Instrumentation,NOS,Honeywell,Hazira,112814.89,INR,CUSTOM_ERP,2021-03-01,MAT_00282,partial_description
IOCL,IOC-ALT-005152,"BUTTERFLY VALVE CS 0.5"" CL 600 ASME B16.34",Application: industrial service. Material: CS. Size: 15 mm. Pressure class: 600. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,PCS,L&T Valves,Gujarat,191128.43,INR,SAP_S4,2024-07-25,MAT_00283,mixed_format
SAIL,STL-VAL-00224,"GLOBE VLV DI 3"" CL 600 ASME B16.34",Application: industrial service. Material: DI. Size: 80 mm. Pressure class: 600. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,NOS,L&T Valves,Durgapur,180770.8,INR,CUSTOM_ERP,2016-02-04,MAT_00224,abbreviation_variation
NTPC,NTP-ALT-003209,BALL / VALVE CS 50MM CL 300 BS 5351,,VLV-10,Flow Control Valves,EACH,,Vijayawada,38983.49,INR,SAP_S4,2017-08-23,MAT_00435,standard_included
IOCL,IOC-ALT-003661,"WELD NECK FLANGE SS316 8"" CLASS 300 ASME B16.47",Application: industrial service. Material: SS316. Size: 200 mm. Pressure class: 300. Standard: ASME B16.47.,FLG-30,Pipe Flanges & Fittings,NOS,,Barauni,28080.51,INR,SAP_ECC,2021-06-13,MAT_00422,standard_included
CPCL,CPC-ALT-004167,CS PIPE 200MM SCH 80 IS 1239 MFR RATNAMANI METALS,Application: industrial service. Material: CS. Size: 200 mm. Standard: IS 1239. Manufacturer: Ratnamani Metals. Schedule: 80.,PIP-20,Piping Materials,M,Ratnamani Metals,Nagapattinam,2333.85,INR,SAP_ECC,2017-04-02,MAT_00163,standard_included
IOCL,IOCPIP00045,"SS304 PIPE 3"" SCH 40 IS 1239",Application: industrial service. Material: SS304. Size: 80 mm. Standard: IS 1239. Schedule: 40.,PIP-20,Piping Materials,MTR,Welspun,Barauni,4461.78,INR,LEGACY_ERP,2018-10-26,MAT_00045,abbreviation_variation
SAIL,STL-ALT-004309,PRESSURE TRANSMITTER SS136,,INS-120,Instrumentation,NOS,Honeywell,Bokaro,196921.05,INR,SAP_S4,2024-09-22,MAT_00208,typo_injected
CPCL,CPC-ALT-004959,6300 TAPER ROLLER BRG 35MM,,BRG-40,Rotating Equipment Bearings,EA,Timken,Ennore,6705.87,INR,SAP_S4,2025-01-29,MAT_00555,abbreviation_variation
ONGC,OGC-ALT-004598,SS316 PIPE 50MM SCH 40 IS 1239,Application: industrial service. Material: SS316. Siez: 50 mm. Standard: IS 1239. Schedule: 40.,PIP-20,Piping Materials,M,APL Apollo,Uran,269.19,INR,CUSTOM_ERP,2024-11-04,MAT_00443,abbreviation_variation
ONGC,OGC-ALT-002943,SS316 PIPE 200MM SCH 160 API,Application: industrial service. Material: SS316. Szie: 200 mm. Standard: API 5L. Manufacturer: ISMT. Schedule: 160.,PIP-20,Piping Materials,MTR,,Ahmedabad,3404.11,INR,CUSTOM_ERP,2026-08-21,MAT_00322,missing_spec
ONGC,OGC-ALT-004650,LTCS PIPE 150MM SCH 10S API 5L MFR RATNAMANI METALS,Application: industrial service. Material: LTCS. Size: 150 mm. Standard: API 5L. Manufacturer: Ratnamani Metals. Schedule: 10S.,PIP-20,Piping Materials,M,,Ahmedabad,851.4,INR,SAP_MM,2024-10-30,MAT_00585,unit_variation
CPCL,CPC-ALT-004873,BUTTERFLY  VALVE  DI  40MM  CLASS  150  ASME  B16.34,Application: industrial service. Material: DI. Size: 40 mm. Pressure class: 150. Standard: ASME B16.34. Manufacturer: KSB.,VLV-10,Flow Control Valves,EA,KSB,Nagapattinam,151471.38,INR,SAP_S4,2018-04-08,MAT_00078,noisy_erp
ONGC,OGC-GAS-00299,GRAPHITE GASKET GRAPHITE/PTFE 40NB CL150 ASME B16.20,Application: industrial service. Material: Graphite/PTFE. Size: 40 mm. Pressure class: 150. Standard: ASME B16.20. Manufacturer: Flexitallic.,GSK-50,Sealing & Gasket Materials,NOS,Flexitallic,Hazira,452.53,INR,CUSTOM_ERP,2024-05-12,MAT_00299,abbreviated
SAIL,STL-FLA-00583,SLIP ON FLANGE SS316 DN80 CLASS 300 ASME B16.47,Application: industrial service. Material: SS316. Size: 80 mm. Pressure class: 300. Standard: ASME B16.47. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,NOS,ISMT,Bokaro,27849.75,INR,SAP_ECC,2018-03-05,MAT_00583,verbose
CPCL,CPC-ALT-003083,XLPE ARMOURED CABLE 2.5 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 2.5 mm. Standard: IS 7098. Manufacturer: Polycab. Cores: 3.,CBL-80,Electrical Cables,M,Polycab,Nagapattinam,46.48,INR,LEGACY_ERP,2017-01-14,MAT_00236,mixed_format
NTPC,NTP-ALT-003809,AIR FILTER CARBON STEEL/SS 100MM API 614,Application: industrial service. Material: Carbon Steel/SS. Size: 100 mm. Standard: API 614.,FLT-100,Filtration Materials,EA,,Korba,7631.44,INR,CUSTOM_ERP,2018-01-02,MAT_00240,mixed_format
NTPC,NTP-ALT-004825,XLPE ARMOURED CABLE 4C 95 SQMM COPPER IS 7098 MFR HAVELLS,Application: industrial service. Material: Copper. Size: 95 mm. Standard: IS 7098. Manufacturer: Havells. Cores: 4.,CBL-80,Electrical Cables,MET,Havells,Vijayawada,1571.32,INR,SAP_ECC,2016-11-07,MAT_00551,abbreviated
IOCL,IOC-PIP-00289,"LTCS PIPE 8"" SCH 160 API 5L",Application: industrial service. Material: LTCS. Size: 200 mm. Standard: API 5L. Manufacturer: Welspun. Schedule: 160.,PIP-20,Piping Materials,RM,Welspun,Gujarat,755.7,INR,CUSTOM_ERP,2023-02-27,MAT_00289,abbreviation_variation
IOCL,IOC-ALT-004148,LTCS PIPE 40MM SCH 160 ASTM,Application: industrial service. Material: LTCS. Size: 40 mm. Standard: ASTM A106. Manufacturer: Welspun. Schedule: 160.,PIP-20,Piping Materials,MTR,,,,,LEGACY_ERP,2026-01-21,MAT_00254,missing_spec
ONGC,OGC-ALT-004611,IS CABLE XLPE 2C 7098 50 SQMM COPPER ARMOURED,Application: industrial service. Material: Copper. Size: 50 mm. Standard: IS 7098. Cores: 2.,CBL-80,Electrical Cables,RM,Havells,Hazira,1161.59,INR,SAP_S4,2024-01-04,MAT_00099,reordered
SAIL,STL-BEA-00513,6000 ISO 15 SPHERICAL ROLLER BRG 60MM,Application: industrial service. Material: Chrome Steel. Size: 60 mm. Standard: ISO 15. Manufacturer: NBC. Bearing Series: 6000.,BRG-40,Rotating Equipment Bearings,NOS,NBC,Durgapur,58030.33,INR,LEGACY_ERP,2025-03-07,MAT_00513,reordered
NTPC,NTP-ALT-005075,"SS304  PIPE  4""  SCH  80  IS  1239",Application: industrial service. Material: SS304. Size: 100 mm. Standard: IS 1239. Manufacturer: ISMT. Schedule: 80.,PIP-20,Piping Materials,MTR,ISMT,,202.65,INR,SAP_MM,2022-09-11,MAT_00132,partial_description
NTPC,NTP-ALT-003589,LTCS  PIPE  200MM  SCH  10S  API  5L,Application: industrial service. Material: LTCS. Size: 200 mm. Standard: API 5L. Manufacturer: APL Apollo. Schedule: 10S.,PIP-20,Piping Materials,M,APL Apollo,Vijayawada,326.16,INR,CUSTOM_ERP,2020-05-29,MAT_00347,noisy_erp
NTPC,NTP-PUM-00084,MULTISTAGE PUMP CAST IRON/SS,Application: industrial service. Material: Cast Iron/SS. Size: 40 mm. Standard: IS 5120. Manufacturer: Sulzer. Power Kw: 55.,PMP-60,Pumps & Pump Spares,NOS,,Korba,854526.95,INR,SAP_MM,2017-10-19,MAT_00084,partial_description
IOCL,IOC-PIP-00258,LTCS / PIPE 40MM SCH 40 ASTM A106,Application: industrial service. Material: LTCS. Size: 40 mm. Standard: ASTM A106. Schedule: 40.,PIP-20,Piping Materials,MTR,Ratnamani Metals,Gujarat,577.76,INR,CUSTOM_ERP,2022-02-13,MAT_00258,mixed_format
ONGC,OGC-ALT-003695,PIPE LTCS DN25 SCHEDULE 40 API,Application: industrial service. Material: LTCS. Size: 25 mm. Standard: API 5L. Manufacturer: Ratnamani Metals. Schedule: 40.,PIP-20,Piping Materials,M,Ratnamani Metals,Mumbai Offshore,7732.16,INR,SAP_ECC,2023-07-12,MAT_00048,missing_spec
CPCL,CPC-ALT-003955,10S 5L 50MM API CS SCH,Application: industrial service. Material: CS. Size: 50 mm. Standard: API 5L. Schedule: 10S.,PIP-20,Piping Materials,MTR,Ratnamani Metals,Manali,,,SAP_ECC,2024-09-07,MAT_00471,reordered
IOCL,IOC-ALT-004820,GLOBE VALVE CS 150MM CL 600 ASME B16.34,Application: industrial service. Material: CS. Size: 150 mm. Pressure class: 600. Standard: ASME B16.34.,VLV-10,Flow Control Valves,NOS,,Panipat,60946.5,INR,CUSTOM_ERP,2020-11-14,MAT_00062,standard_included
NTPC,NTP-ALT-005408,XLPE  ARMOURED  CABLE  3C  50  SQMM  COPPER  IS  7098,Application: industrial service. Material: Copper. Size: 50 mm. Standard: IS 7098. Cores: 3.,CBL-80,Electrical Cables,MTR,RR Kabel,Korba,296.68,INR,SAP_ECC,2026-08-18,MAT_00250,abbreviated
CPCL,CPC-PIP-00045,"SS304 PIPE 3"" SCH 40 IS 1239",Application: industrial service. Material: SS304. Size: 80 mm. Standard: IS 1239. Manufacturer: Welspun. Schedule: 40.,PIP-20,Piping Materials,MET,Welspun,Manali,1872.03,INR,SAP_MM,2020-05-11,MAT_00045,unit_variation
CPCL,CPCCAB00463,XLPE ARMOURED CABLE 3C 25 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 25 mm. Standard: IS 7098. Cores: 3.,CBL-80,Electrical Cables,M,,Manali,1501.69,INR,SAP_ECC,2016-12-01,MAT_00463,unit_variation
NTPC,NTP-PIP-00026,SS304 PIPE 100MM SCH 160 ASTM A312,Application: industrial service. Material: SS304. Size: 100 mm. Standard: ASTM A312. Schedule: 160.,PIP-20,Piping Materials,MTR,Ratnamani Metals,Vijayawada,2411.81,INR,SAP_ECC,2025-08-15,MAT_00026,standard_included
CPCL,CPC-ALT-003655,BUTTERFLY VALVE SS304 25MM CL 600 ASME B16.34 MFR L&T VALVES,Application: industrial service. Material: SS304. Size: 25 mm. Pressure class: 600. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,PCS,,Chennai Refinery,157753.0,INR,SAP_MM,2022-05-06,MAT_00475,standard_included
IOCL,IOC-ALT-002857,DEEP GROOVE BALL BEARING 6200 BORE 25 MM ISO 15,Application: industrial service. Material: Chrome Steel. Size: 25 mm. Standard: ISO 15. Manufacturer: Timken. Bearing Series: 6200.,BRG-40,Rotating Equipment Bearings,NOS,Timken,,12501.31,INR,SAP_MM,2021-02-02,MAT_00439,verbose
NTPC,NTP-ALT-003270,"BALL VALVE SS304 2"" CL 600 API 6D MFR L&T VALVES",Application: industrial service. Material: SS304. Size: 50 mm. Pressure class: 600. Standard: API 6D.,VLV-10,Flow Control Valves,PCS,L&T Valves,Korba,58656.84,INR,SAP_MM,2021-08-04,MAT_00572,typo_injected
CPCL,CPCVAL00304,GATE VALVE SS316 50MM CLASS 600 BS 5351,Application: industrial service. Material: SS316. Size: 50 mm. Pressure class: 600. Standard: BS 5351.,VLV-10,Flow Control Valves,NOS,Audco India,Chennai Refinery,,,SAP_MM,2019-05-19,MAT_00304,standard_included
ONGC,OGC-ALT-003149,CENTRIFUGAL PUMP CAST IRON/SS 50MM IS 5120,Appplication: industrial service. Material: Cast Iron/SS. Size: 50 mm. Standard: IS 5120. Power Kw: 37.,PMP-60,Pumps & Pump Spares,NOS,,Ahmedabad,766017.61,INR,LEGACY_ERP,2018-06-02,MAT_00155,vendor_included
ONGC,OGC-ALT-004798,"6"" SS316 IEC 60770 FLOW TRANSMITTER",Application: industrial service. Material: SS316. Size: 150 mm. Standard: IEC 60770. Manufacturer: ABB.,INS-120,Instrumentation,EA,ABB,Ahmedabad,,,SAP_S4,2017-03-30,MAT_00139,typo_injected
SAIL,STL-ALT-005352,HEX / HEAD BOLT SS304 M6 X 25MM IS 1363,Application: industrial service. Material: SS304. Size: 6 mm. Standard: IS 1363. Manufacturer: TVS. Length Mm: 25.,FST-90,Fasteners,EA,TVS,Durgapur,180.26,INR,SAP_ECC,2024-10-17,MAT_00274,standard_included
NTPC,NTP-ALT-003483,SS316 PIPE 25NB SCH160 ASTM A312,,PIP-20,Piping Materials,RM,APL Apollo,Vijayawada,6245.73,INR,CUSTOM_ERP,2026-02-16,MAT_00169,verbose
NTPC,NTP-ALT-004823,SS316 PIPE 100NB SCH80 API 5L,Application: industrial service. Material: SS316. Size: 100 mm. Standard: API 5L. Manufacturer: Ratnamani Metals. Schedule: 80.,PIP-20,Piping Materials,M,,Dadri,1273.58,INR,SAP_ECC,2023-04-21,MAT_00231,standard_included
NTPC,NTP-ALT-005150,HEX HEAD BOLT M16 X 75MM IS 1363,,FST-90,Fasteners,EA,LPS Bossard,Vijayawada,764.65,INR,CUSTOM_ERP,2024-12-01,MAT_00384,standard_included
NTPC,NTP-ALT-003258,BALL  VALVE  CS  80MM  CL  600 ITEM,,VLV-10,Flow Control Valves,PCS,KSB,Singrauli,253407.74,INR,CUSTOM_ERP,2016-01-08,MAT_00398,noisy_erp
IOCL,IOC-MOT-00108,AC INDUCTION MOTOR 110KW 2900RPM FRAME 160 IS 12615,Application: industrial service. Material: Copper/Aluminium. Size: 160 mm. Standard: IS 12615. Manufacturer: ABB. Power Kw: 110. Rpm: 2900.,MTR-70,Electrical Motors,PCS,ABB,Paradip,256435.84,INR,SAP_S4,2025-07-25,MAT_00108,unit_variation
NTPC,NTP-MOT-00345,AC INDUCTION MOTOR 11KW,,MTR-70,Electrical Motors,PCS,Baldor,Korba,325169.2,INR,CUSTOM_ERP,2022-06-16,MAT_00345,partial_description
IOCL,IOC-ALT-004106,HEX HEAD BOLT SS304 M8 X 150MM IS 1363,Application: industrial service. Material: SS304. Size: 8 mm. Standard: IS 1363. Length Mm: 150.,FST-90,Fasteners,PCS,Unbrako,Gujarat,965.52,INR,SAP_ECC,2019-06-04,MAT_00527,standard_included
NTPC,NTP-ALT-003808,GATE VLAVE CS 80MM CL 600 BS 5351,Application: industrial service. Material: CS. Size: 80 mm. Pressure class: 600. Standard: BS 5351.,VLV-10,Flow Control Valves,EA,Forbes Marshall,Vijayawada,219033.95,INR,SAP_S4,2026-04-15,MAT_00276,verbose
SAIL,STL-VAL-00072,"CL 600 BALL VALVE SS304 1"" API 6D",Application: industrial service. Material: SS304. Size: 25 mm. Pressure class: 600. Standard: API 6D. Manufacturer: KSB.,VLV-10,Flow Control Valves,NOS,,,93723.2,INR,SAP_ECC,2023-09-29,MAT_00072,reordered
ONGC,OGC-VAL-00115,BALL VLV SS316 150NB CL150 API 6D,Application: industrial service. Material: SS316. Size: 150 mm. Pressure class: 150. Standard: API 6D. Manufacturer: KSB.,VLV-10,Flow Control Valves,EA,KSB,Uran,108789.77,INR,LEGACY_ERP,2025-12-25,MAT_00115,abbreviated
ONGC,OGC-FAS-00039,HEX HEAD BOLT SS304,,FST-90,Fasteners,NOS,TVS,Hazira,710.34,INR,CUSTOM_ERP,2018-12-03,MAT_00039,partial_description
ONGC,OGC-FLA-00422,"WELD NECK FLANGE SS316 8"" CL 300 ASME B16.47",Application: industrial service. Material: SS316. Size: 200 mm. Pressure class: 300. Standard: ASME B16.47. Manufacturer: Metalfar.,FLG-30,Pipe Flanges & Fittings,EACH,Metalfar,Ahmedabad,42083.59,INR,SAP_ECC,2018-12-13,MAT_00422,unit_variation
ONGC,OGC-ALT-003529,"SS304 PIPE 4"" SCH 160 ASTM A312",Application: industrial service. Material: SS304. Size: 100 mm. Standard: ASTM A312. Schedule: 160.,PIP-20,Piping Materials,M,Jindal SAW,Uran,2041.31,INR,SAP_ECC,2025-04-16,MAT_00026,unit_variation
NTPC,NTP-VAL-00399,"GATE VLV SS316 1.5"" CL 300 API 6D",Application: industrial service. Material: SS316. Size: 40 mm. Pressure class: 300. Standard: API 6D. Manufacturer: KSB.,VLV-10,Flow Control Valves,NOS,KSB,Singrauli,132979.07,INR,SAP_S4,2021-06-26,MAT_00399,abbreviation_variation
CPCL,CPC-PIP-00229,"CS PIPE 4"" SCH 10S API 5L MFR RATNAMANI METALS",Application: industrial service. Material: CS. Size: 100 mm. Standard: API 5L. Schedule: 10S.,PIP-20,Piping Materials,MET,Ratnamani Metals,Nagapattinam,3070.25,INR,CUSTOM_ERP,2021-01-06,MAT_00229,vendor_included
SAIL,STL-PIP-00273,SCH 10S PIPE SS316 ASTM A312 80MM,Application: industrial service. Material: SS316. Size: 80 mm. Standard: ASTM A312. Manufacturer: Welspun. Schedule: 10S.,PIP-20,Piping Materials,MTR,Welspun,Durgapur,7009.81,INR,CUSTOM_ERP,2019-04-11,MAT_00273,reordered
IOCL,IOC-ALT-003136,CL 300 BALL VALVE DI API 6D 100MM,Application: industrial service. Material: DI. Size: 100 mm. Pressure class: 300. Standard: API 6D. Manufacturer: KSB.,VLV-10,Flow Control Valves,EA,,Paradip,,,SAP_MM,2020-08-18,MAT_00479,standard_included
IOCL,IOC-PIP-00251,SS304  PIPE  200MM  SCH  160  ASTM  A106,Application: industrial service. Material: SS304. Size: 200 mm. Standard: ASTM A106. Manufacturer: Welspun. Schedule: 160.,PIP-20,Piping Materials,MTR,Welspun,Paradip,7819.49,INR,LEGACY_ERP,2022-12-17,MAT_00251,noisy_erp
SAIL,STL-FLA-00419,BLIND FLANGE CS DN80 CLASS 300 ASME B16.5,Application: industrial service. Material: CS. Size: 80 mm. Pressure class: 300. Standard: ASME B16.5. Manufacturer: Metalfar.,FLG-30,Pipe Flanges & Fittings,EACH,,Durgapur,20565.95,INR,SAP_ECC,2016-09-24,MAT_00419,verbose
SAIL,STL-ALT-004956,XLPE  ARMOURED  CABLE  4C  240  SQMM  COPPER  IS  7098,Application: industrial service. Material: Copper. Size: 240 mm. Standard: IS 7098. Manufacturer: Havells. Cores: 4.,CBL-80,Electrical Cables,RM,Havells,Bhilai,98.66,INR,SAP_MM,2018-12-24,MAT_00234,standard_included
IOCL,IOCFLA00457,SLIP ON FLANGE SS304 150MM CLASS 150 ASME B16.5,Application: industrial service. Material: SS304. Size: 150 mm. Pressure class: 150. Standard: ASME B16.5. Manufacturer: Jindal.,FLG-30,Pipe Flanges & Fittings,NOS,Jindal,Gujarat,11092.0,INR,SAP_S4,2021-09-19,MAT_00457,standard_included
IOCL,IOC-ALT-002716,BUTTERFLY VALVE 15MM CL 150 ASME B16.34,,VLV-10,Flow Control Valves,EA,,Panipat,64716.55,INR,SAP_ECC,2021-07-01,MAT_00090,partial_description
ONGC,OGC-PUM-00517,PROCESS PUMP CAST IRON/SS 50MM,,PMP-60,Pumps & Pump Spares,NOS,Grundfos,Uran,,,SAP_ECC,2018-01-10,MAT_00517,missing_spec
ONGC,OGCBEA00513,6000  SPHERICAL  ROLLER  BRG  60MM  ISO  15 *,Application: industrial service. Material: Chrome Steel. Size: 60 mm. Standard: ISO 15. Manufacturer: NBC. Bearing Series: 6000.,BRG-40,Rotating Equipment Bearings,NOS,NBC,Uran,51781.93,INR,SAP_MM,2025-04-22,MAT_00513,noisy_erp
CPCL,CPC-CAB-00514,XLPE ARMOURED CABLE 2C 10 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 10 mm. Standard: IS 7098. Manufacturer: Havells. Cores: 2.,CBL-80,Electrical Cables,MTR,Havells,Ennore,956.21,INR,CUSTOM_ERP,2026-07-06,MAT_00514,abbreviation_variation
ONGC,OGC-ALT-004917,BALL / VALVE CS 50MM CL 300 BS 5351,Application: industrial service. Material: CS. Size: 50 mm. Pressure class: 300. Standard: BS 5351. Manufacturer: Audco India.,VLV-10,Flow Control Valves,NOS,Audco India,Uran,124143.49,INR,CUSTOM_ERP,2021-03-22,MAT_00435,unit_variation
NTPC,NTP-ALT-002926,"SS304  PIPE  1.5""  SCH  40  IS  1239  MFR  APL  APOLLO ITEM",Application: industrial service. Material: SS304. Size: 40 mm. Standard: IS 1239. Schedule: 40.,PIP-20,Piping Materials,MTR,,Korba,4255.98,INR,SAP_S4,2024-04-17,MAT_00198,noisy_erp
SAIL,STL-ALT-004404,LTCS PIPE,,PIP-20,Piping Materials,MTR,Jindal SAW,Durgapur,1565.62,INR,LEGACY_ERP,2023-07-22,MAT_00018,abbreviation_variation
IOCL,IOC-ALT-004288,XLPE  ARMOURED  CABLE  1C  95  SQMM  COPPER  IS  7098 -,Application: industrial service. Material: Copper. Size: 95 mm. Standard: IS 7098. Cores: 1.,CBL-80,Electrical Cables,RM,Havells,Barauni,,,SAP_ECC,2019-09-26,MAT_00525,abbreviated
ONGC,OGC-ALT-003577,IS 7098 COPPER XLPE ARMOURED CABLE 4 SQMM 1C,Application: industrial service. Material: Copper. Size: 4 mm. Standard: IS 7098. Cores: 1.,CBL-80,Electrical Cables,M,,Hazira,497.25,INR,LEGACY_ERP,2020-04-21,MAT_00482,unit_variation
CPCL,CPC-PIP-00036,SS304 PIPE 50MM SCH 10S IS 1239 MFR WELSPUN,Application: industrial service. Material: SS304. Size: 50 mm. Standard: IS 1239. Manufacturer: Welspun. Schedule: 10S.,PIP-20,Piping Materials,MTR,Welspun,Nagapattinam,5743.02,INR,SAP_ECC,2026-02-05,MAT_00036,vendor_included
CPCL,CPC-ALT-002978,MULTISTAGE PUMP CAST IRON/SS 100MM IS 5120 37 KW,Application: industrial service. Material: Cast Iron/SS. Size: 100 mm. Standard: IS 5120. Power Kw: 37.,PMP-60,Pumps & Pump Spares,PCS,KSB,Nagapattinam,723625.86,INR,SAP_MM,2019-04-05,MAT_00589,unit_variation
NTPC,NTP-ALT-003054,HEX / HEAD BOLT SS304 M6 X 150MM IS 1363,,FST-90,Fasteners,EA,Unbrako,Korba,38.99,INR,LEGACY_ERP,2019-03-28,MAT_00025,verbose
CPCL,CPC-ALT-005160,XLPE ARMOURED CABLE 1C 2.5 SQMM COPPER IS 7098 MFR HAVELLS,Application: industrial service. Material: Copper. Size: 2.5 mm. Standard: IS 7098. Manufacturer: Havells. Cores: 1.,CBL-80,Electrical Cables,MTR,Havells,Ennore,1181.42,INR,SAP_S4,2020-05-05,MAT_00317,abbreviation_variation
SAIL,STL-ALT-004284,CS PIPE,Application: industrial service. Material: CS. Size: 15 mm. Standard: ASTM A312. Manufacturer: APL Apollo. Schedule: 80.,PIP-20,Piping Materials,MTR,,Bhilai,5958.33,INR,CUSTOM_ERP,2024-03-30,MAT_00252,standard_included
IOCL,IOC-PIP-00163,CS PIPE 200MM SCH 80 IS 1239,Application: industrial service. Material: CS. Size: 200 mm. Standard: IS 1239. Manufacturer: Jindal SAW. Schedule: 80.,PIP-20,Piping Materials,MTR,Jindal SAW,Barauni,3000.12,INR,SAP_MM,2023-09-12,MAT_00163,abbreviation_variation
NTPC,NTP-VAL-00582,"BUTTERFLY  VALVE  DI  6""  CL  600  BS  5351",Application: industrial service. Material: DI. Size: 150 mm. Pressure class: 600. Standard: BS 5351.,VLV-10,Flow Control Valves,NOS,KSB,Dadri,219471.77,INR,SAP_ECC,2019-09-15,MAT_00582,noisy_erp
NTPC,NTP-ALT-004081,HEX HEAD BOLT SS304 M12 X 150MM IS 1363,Application: industrial service. Material: SS304. Size: 12 mm. Standard: IS 1363. Length Mm: 150.,FST-90,Fasteners,PCS,,Singrauli,,,SAP_ECC,2022-06-08,MAT_00570,vendor_included
NTPC,NTP-ALT-005323,CS PIPE 200NB SCH10S ASTM A312,,PIP-20,Piping Materials,MTR,ISMT,Korba,1665.79,INR,SAP_ECC,2026-05-19,MAT_00565,vendor_included
IOCL,IOC-GAS-00346,"GRAPHITE/PTFE PTFE GASKET 2"" ASME B16.20 CL 600",Application: industrial service. Material: Graphite/PTFE. Size: 50 mm. Pressure class: 600. Standard: ASME B16.20. Manufacturer: John Crane.,GSK-50,Sealing & Gasket Materials,NOS,John Crane,Barauni,8783.22,INR,SAP_S4,2019-12-31,MAT_00346,reordered
IOCL,IOC-ALT-005301,"1"" SS316 IEC 60770 PRESSURE GAUGE",Application: industrial service. Material: SS316. Size: 25 mm. Standard: IEC 60770. Manufacturer: Siemens.,INS-120,Instrumentation,EA,Siemens,Panipat,110504.4,INR,SAP_S4,2019-10-16,MAT_00246,reordered
NTPC,NTP-ALT-005430,NU200 SPHERICAL ROLLER BRG 80MM ISO 15,Application: industrial service. Material: Chrome Steel. Size: 80 mm. Standard: ISO 15. Bearing Series: NU200.,BRG-40,Rotating Equipment Bearings,NOS,NSK,Singrauli,,,SAP_S4,2018-11-27,MAT_00547,verbose
CPCL,CPC-ALT-003260,GATE VLV SS316 200MM CL 300 API 6D,Application: industrial service. Material: SS316. Size: 200 mm. Pressure class: 300. Standard: API 6D.,VLV-10,Flow Control Valves,EA,,Ennore,205021.0,INR,CUSTOM_ERP,2021-07-28,MAT_00505,mixed_format
ONGC,OGC-FLA-00008,SLIP ON FLANGE CS 80MM CLASS 300 ASME B16.5,Application: industrial service. Material: CS. Size: 80 mm. Pressure class: 300. Standard: ASME B16.5. Manufacturer: Jindal.,FLG-30,Pipe Flanges & Fittings,EACH,Jindal,Hazira,3511.73,INR,SAP_MM,2021-09-09,MAT_00008,standard_included
ONGC,OGC-FAS-00274,HEX HEAD BOLT SSS304 M6 X 25MM IS 1363,Application: industrial service. Material: SS304. Size: 6 mm. Standard: IS 1363. eLngth Mm: 25.,FST-90,Fasteners,NOS,,Hazira,764.19,INR,SAP_ECC,2016-09-19,MAT_00274,typo_injected
IOCL,IOCPIP00210,CS PIPE 80MM SCH 80 ASTM A106,Application: industrial service. Material: CS. Size: 80 mm. Standard: ASTM A106. Manufacturer: ISMT. Schedule: 80.,PIP-20,Piping Materials,RM,ISMT,Paradip,5655.55,INR,SAP_ECC,2016-08-28,MAT_00210,abbreviation_variation
