cpse_id,material_code,material_description,material_long_text,material_group_code,material_group_description,uom,manufacturer,plant_or_location,unit_price,currency,source_system,created_date,_true_material_id,_variant_style
SAIL,STL-ALT-003339,BUTTERFLY VALVE SS304 DN150 CLASS 300 BS 5351,Application: industrial service. Material: SS304. Size: 150 mm. Pressure class: 300. Standard: BS 5351. Manufacturer: Audco India.,VLV-10,Flow Control Valves,NOS,,Bokaro,139237.22,INR,SAP_S4,2020-12-03,MAT_00469,standard_included
ONGC,OGC-PIP-703312,IS 1239 SS PIPE SCH 160 ASTM A106,Application: industrial service. Material: IS 1239. Size: 50 mm. Standard: ASTM A106. Manufacturer: Jindal SAW.,PIP-20,Piping Materials,RM,Jindal SAW,Mumbai Offshore,6740.5,INR,SAP_S4,2015-01-28,MAT_02403,missing_spec
ONGC,OGC-CAB-00034,XLPE ARMOURED CABLE 4C 50 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 50 mm. Standard: IS 7098. Cores: 4.,CBL-80,Electrical Cables,MTR,KEI,Mumbai Offshore,1789.88,INR,LEGACY_ERP,2016-05-12,MAT_00034,typo_injected
CPCL,CPC-BEA-708146,6300 SPHERICAL ROLLER BEARING BORE 30MM ISO 492,Application: industrial service. Material: Chrome Steel. Size: 30 mm. Standard: ISO 492. ,BRG-40,Rotating Equipment Bearings,EA,NBC,Chennai Refinery,64205.52,INR,SAP_ECC,2021-12-31,MAT_07237,unit_variation
NTPC,NTP-INS-709772,PRESSURE TRANSMITTER SS304 DN200 ISA 5.1 MFR EMERSON,Application: industrial service. Material: SS304. Size: 200 mm. Standard: ISA 5.1. Manufacturer: Emerson.,INS-120,Instrumentation,PCS,Emerson,Korba,235852.76,INR,SAP_ECC,2021-10-15,MAT_08863,vendor_included
SAIL,STL-BEA-707060,6300 SPHERICAL ROLLER BEARING BORE 20MM ISO 492,Application: industrial service. Material: Bearing Steel. Size: 20 mm. Standard: ISO 492. ,BRG-40,Rotating Equipment Bearings,NOS,SKF,Durgapur,28018.34,INR,CUSTOM_ERP,2017-04-26,MAT_06151,abbreviated
NTPC,NTP-ALT-005101,SS316 PIPE 80MM SCH 40 API 5L,Application: industrial service. Material: SS316. Size: 80 mm. Standard: API 5L. Manufacturer: Welspun. Schedule: 40.,PIP-20,Piping Materials,RM,,Singrauli,5248.73,INR,SAP_ECC,2016-12-19,MAT_00391,standard_included
CPCL,CPC-FLA-700743,GATE VLV CS 40MM CL 150 BS 5351,Application: industrial service. Material: ASTM A350 LF2. Size: 15 mm. Pressure class: 150. Standard: ASME B16.5. ,FLG-30,Pipe Flanges & Fittings,EA,Metalfar,Ennore,48052.9,INR,CUSTOM_ERP,2015-02-07,MAT_00160,abbreviated
CPCL,CPC-ELE-705058,POLYAMIDE IS 13947 DN10 CL440V RELAY,Application: industrial service. Material: Polyamide. Size: 10 mm. Pressure class: 440V. Standard: IS 13947. Manufacturer: Siemens.,ELC-130,Electrical Switchgear & Components,PCS,Siemens,Ennore,72428.47,INR,SAP_S4,2022-03-02,MAT_04149,reordered
NTPC,NTP-VAL-00575,GLOBE / VALVE CS 25MM CL 300 API 6D,Application: industrial service. Material: CS. Size: 25 mm. Pressure class: 300. Standard: API 6D. Manufacturer: Audco India.,VLV-10,Flow Control Valves,NOS,,Dadri,247423.0,INR,SAP_ECC,2016-04-21,MAT_00575,mixed_format
ONGC,OGC-CAB-706739,INSTRUMENTATION CABLE 2C 185 SQMM COPPER IS 1554,Application: industrial service. Material: Copper. Size: 185 mm. Standard: IS 1554. ,CBL-80,Electrical Cables,RM,Finolex,Hazira,1073.02,INR,SAP_ECC,2022-10-24,MAT_05830,unit_variation
SAIL,STL-FLA-702198,"LAP JOINT FLANGE ASTM A350 LF2 3"" CL600 ASME B16.47",Application: industrial service. Material: ASTM A350 LF2. Size: 80 mm. Pressure class: 600. Standard: ASME B16.47. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,PCS,ISMT,Bhilai,4480.48,INR,SAP_ECC,2018-06-01,MAT_01289,unit_variation
NTPC,NTP-FIL-709101,"HYDRAULIC FILTER SS316 2"" API 614",,FLT-100,Filtration Materials,EA,Parker,,26334.94,INR,SAP_MM,2020-07-09,MAT_08192,unit_variation
IOCL,IOC-FAS-700647,HEX HEAD BOLT SS304 M12 X 100MM IS,Application: industrial service. Material: 8.8. Size: 10 mm. Standard: ASTM A193. ,FST-90,Fasteners,EA,TVS,Panipat,653.22,INR,LEGACY_ERP,2016-01-06,MAT_00542,missing_spec
SAIL,STL-SEA-710311,LIP SEAL / NBR DN40 ISO 6194,,SEL-110,Mechanical Seals,NOS,Hallite,Rourkela,21698.39,INR,SAP_ECC,2015-07-20,MAT_09402,mixed_format
ONGC,OGC-ALT-005108,BUTTERFLY  VALVE  CS  40MM  CL  150  ASME  B16.34 ITEM,Application: industrial service. Material: CS. Size: 40 mm. Pressure class: 150. Standard: ASME B16.34. Manufacturer: Audco India.,VLV-10,Flow Control Valves,EA,Audco India,Ahmedabad,,,SAP_ECC,2022-11-26,MAT_00147,verbose
SAIL,STL-BEA-702022,6300 DEEP GRROOVE BALL BEAING BORE 100MM ISO 199,Application: industrial service. Material: Chrome Steel. Size: 100 mm. Standard: ISO 199. Manufacturer: NSK.,BRG-40,Rotating Equipment Bearings,EA,NSK,Bokaro,20184.76,INR,SAP_MM,2015-08-04,MAT_01113,typo_injected
IOCL,IOC-FAS-707006,HEX NUT SS304 M20 X 50MM IS 1363 MFR UNBRAKO,Application: industrial service. Material: SS304. Size: 20 mm. Standard: IS 1363. Manufacturer: Unbrako.,FST-90,Fasteners,NOS,,Barauni,175.75,INR,SAP_ECC,2025-02-11,MAT_06097,vendor_included
ONGC,OGC-CAB-705985,INSTRUMMENTATION CABLE 3C 95 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 95 mm. Standard: IS 7098. ,CBL-80,Electrical Cables,M,Havells,Hazira,,,LEGACY_ERP,2023-04-02,MAT_05076,typo_injected
IOCL,IOC-MOT-704220,ALUMINIUM WOUND IS 12615 FRAME 100 2900RPM AC INDUCTION MOTOR 30KW,Application: industrial service. Material: Aluminium Wound. Size: 100 mm. Standard: IS 12615. ,MTR-70,Electrical Motors,EA,Siemens,Barauni,276088.12,INR,LEGACY_ERP,2023-02-21,MAT_03311,reordered
IOCL,IOC-CAB-707618,PVC ARMOURED CABLE 5C 185 SQMM ALUMINIUM IS 7098 MFR KEI,Application: industrial service. Material: Aluminium. Size: 185 mm. Standard: IS 7098. ,CBL-80,Electrical Cables,M,KEI,Panipat,1094.0,INR,SAP_MM,2020-08-14,MAT_06709,vendor_included
SAIL,STL-FAS-704810,HEX HEAD BOLT SS304 M12 X 150MM IS 1364,Application: industrial service. Material: SS304. Size: 12 mm. Standard: IS 1364. ,FST-90,Fasteners,PCS,LPS Bossard,Bokaro,986.31,INR,SAP_S4,2018-12-03,MAT_03901,abbreviation_variation
CPCL,CPC-INS-702262,TEMPERATURE GAUGE ALUMINIUM DN150 ISA 5.1,Application: industrial service. Material: Aluminium. Size: 150 mm. Standard: ISA 5.1. Manufacturer: Siemens.,INS-120,Instrumentation,PCS,Siemens,Nagapattinam,125864.3,INR,LEGACY_ERP,2024-04-17,MAT_01353,typo_injected
IOCL,IOC-FAS-707733,PLAIN WASHER 10.9 M24 X 25MM IS 1364 MFR SUNDRAM FASTENERS,Application: industrial service. Material: 10.9. Size: 24 mm. Standard: IS 1364. Manufacturer: Sundram Fasteners.,FST-90,Fasteners,NOS,Sundram Fasteners,Paradip,387.58,INR,SAP_MM,2022-08-06,MAT_06824,vendor_included
CPCL,CPC-CAB-702644,POWER CABLE 1C 120 SQMM ALUMINIUM IS 7098,Application: industrial service. Material: Aluminium. Size: 120 mm. Standard: IS 7098. ,CBL-80,Electrical Cables,RM,RR Kabel,Chennai Refinery,1332.66,INR,SAP_ECC,2017-01-13,MAT_01735,standard_included
ONGC,OGC-INS-701782,DIFFERENTIAL PRESSURE TRANSMITTER SS304 75 MM IEC 61508,Application: industrial service. Material: SS304. Size: 75 mm. Standard: IEC 61508. Manufacturer: Yokogawa.,INS-120,Instrumentation,NOS,Yokogawa,Uran,283421.49,INR,SAP_ECC,2023-02-27,MAT_00873,unit_variation
NTPC,NTP-CAB-00564,XLPE ARMOURED CABLE 4C 25 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 25 mm. Standard: IS 7098. Cores: 4.,CBL-80,Electrical Cables,MTR,Polycab,Korba,1269.39,INR,CUSTOM_ERP,2020-11-01,MAT_00564,standard_included
NTPC,NTP-ELE-700744,BV DI 15MM CL 600 ASME B16.34,,ELC-130,Electrical Switchgear & Components,NOS,Eaton,Vijayawada,66840.57,INR,SAP_ECC,2015-11-16,MAT_00292,noisy_erp
NTPC,NTP-CAB-700049,LTCS PIPE 25NB SCH10S API 5L,Application: industrial service. Material: Aluminium. Size: 6 mm. Standard: IEC 60502. ,CBL-80,Electrical Cables,M,KEI,Dadri,1855.66,INR,SAP_ECC,2017-07-09,MAT_00032,mixed_format
ONGC,OGC-GAS-707934,CAF GASKET SS304/GRAPHITE DN50 CL150 ASME B16.20,Application: industrial service. Material: SS304/Graphite. Size: 50 mm. Pressure class: 150. Standard: ASME B16.20. Manufacturer: Spitmaan.,GSK-50,Sealing & Gasket Materials,EA,Spitmaan,Uran,4746.71,INR,SAP_MM,2025-03-23,MAT_07025,standard_included
IOCL,IOC-PIP-00203,SS304  PIPE  200MM  SCH  80  ASTM  A106 -,Application: industrial service. Material: SS304. Size: 200 mm. Standard: ASTM A106. Manufacturer: Ratnamani Metals. Schedule: 80.,PIP-20,Piping Materials,MET,Ratnamani Metals,Gujarat,2637.03,INR,SAP_ECC,2022-07-10,MAT_00203,noisy_erp
CPCL,CPC-PIP-00447,"LTCS PIPE 4"" SCH 10S API 5L",Application: industrial service. Material: LTCS. Size: 100 mm. Standard: API 5L. Manufacturer: Welspun. Schedule: 10S.,PIP-20,Piping Materials,MET,,Nagapattinam,3505.2,INR,SAP_MM,2020-06-21,MAT_00447,unit_variation
NTPC,NTP-GAS-708573,RING TYPE JOINT GASKET SS316/GRAPHITE DN25 CL150 ASME B16.20,,GSK-50,Sealing & Gasket Materials,EA,Flexitallic,Dadri,9319.84,INR,CUSTOM_ERP,2025-07-17,MAT_07664,abbreviated
SAIL,STL-ALT-005325,600 B16.34 CL ASME 25MM BUTTERFLY VALVE SS316,Application: industrial service. Material: SS316. Size: 25 mm. Pressure class: 600. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,EA,,Bokaro,152046.24,INR,SAP_MM,2017-08-20,MAT_00180,reordered
CPCL,CPC-PIP-700101,BUTTERFLY VLV 25MM CL 150 API 6D,Application: industrial service. Material: ASTM A312 TP316. Size: 100 mm. Standard: ASTM A106. Manufacturer: Jindal SAW.,PIP-20,Piping Materials,MTR,Jindal SAW,Chennai Refinery,668.64,INR,SAP_MM,2021-07-01,MAT_00046,abbreviated
IOCL,IOC-PUM-702276,VRTICAL PUMP SS316 DN150 API 610,Application: industrial service. Material: SS316. Size: 150 mm. Standard: API 610. Manufacturer: Sulzer.,PMP-60,Pumps & Pump Spares,NOS,Sulzer,Barauni,516598.08,INR,SAP_S4,2025-11-24,MAT_01367,typo_injected
ONGC,OGC-INS-700945,7098 XLPE 4 IS SQMM CABLE 2C COPPER ARMOURED,Application: industrial service. Material: SS316. Size: 150 mm. Standard: IEC 61508. Manufacturer: Siemens.,INS-120,Instrumentation,NOS,Siemens,Uran,5448.33,INR,SAP_MM,2025-07-21,MAT_00182,standard_included
CPCL,CPC-CAB-702264,POWER CABLE 3C COPPER IS 1554,Application: industrial service. Material: Copper. Size: 16 mm. Standard: IS 1554. Manufacturer: Havells.,CBL-80,Electrical Cables,RM,Havells,Chennai Refinery,1513.76,INR,LEGACY_ERP,2020-09-12,MAT_01355,missing_spec
ONGC,OGC-FIL-707638,STRAINER CARBON STEEL DN75,,FLT-100,Filtration Materials,PCS,,Uran,8214.5,INR,SAP_ECC,2016-04-29,MAT_06729,missing_spec
IOCL,IOC-ALT-004907,"BALL VALVE CS 4"" CL 300 ASME B16.34 *",Application: industrial service. Material: CS. Size: 100 mm. Pressure class: 300. Standard: ASME B16.34. Manufacturer: KSB.,VLV-10,Flow Control Valves,EA,KSB,Barauni,,,SAP_ECC,2023-01-25,MAT_00360,typo_injected
ONGC,OGC-ALT-003728,LTCS PIPE 25MM SCH 160 IS 1239,Application: industrial service. Material: LTCS. Size: 25 mm. Standard: IS 1239. Manufacturer: Jindal SAW. Schedule: 160.,PIP-20,Piping Materials,MTR,Jindal SAW,Hazira,5868.81,INR,CUSTOM_ERP,2016-04-22,MAT_00152,partial_description
NTPC,NTP-MOT-705581,TEFC MOTOR 110KW 2900RPM FRAME 90 IS 12615,,MTR-70,Electrical Motors,NOS,ABB,Singrauli,565096.68,INR,SAP_MM,2021-11-10,MAT_04672,missing_spec
NTPC,NTP-FLA-00473,BL FLG CS 150MM CL 150 ASME B16.47,Application: industrial service. Material: CS. Size: 150 mm. Pressure class: 150. Standard: ASME B16.47. Manufacturer: Guru Gautam Steels.,FLG-30,Pipe Flanges & Fittings,NOS,Guru Gautam Steels,,7191.94,INR,SAP_S4,2021-07-11,MAT_00473,abbreviation_variation
NTPC,NTP-CAB-709325,XLPE ARMOURED CABLE 2C 35 SQMM ALUMINIUM IEC 60502 MFR RR KABEL,,CBL-80,Electrical Cables,RM,RR Kabel,Dadri,524.87,INR,LEGACY_ERP,2015-09-03,MAT_08416,vendor_included
SAIL,STL-FLA-00335,BLIND FLANGE SS304 150MM CL 600,Application: industrial service. Material: SS304. Size: 150 mm. Pressure class: 600. Standard: ASME B16.47. Manufacturer: Guru Gautam Steels.,FLG-30,Pipe Flanges & Fittings,NOS,Guru Gautam Steels,Durgapur,41189.6,INR,SAP_MM,2019-12-20,MAT_00335,missing_spec
ONGC,OGC-GAS-701366,BALL VALVE DI DN200 CLASS 150 API 6D,,GSK-50,Sealing & Gasket Materials,EA,James Walker,Mumbai Offshore,9204.68,INR,CUSTOM_ERP,2022-01-06,MAT_00259,verbose
ONGC,OGC-FAS-705253,STUD BOLT / ASTM A193 B7 M10 X 100MM IS 1363,,FST-90,Fasteners,PCS,,Mumbai Offshore,714.2,INR,SAP_ECC,2015-12-18,MAT_04344,mixed_format
SAIL,STL-ALT-003204,LTCS  PIPE  40MM  SCH  40  ASTM  A106 -,Application: industrial service. Material: LTCS. Size: 40 mm. Standard: ASTM A106. Manufacturer: Jindal SAW. Schedule: 40.,PIP-20,Piping Materials,RM,,,4022.13,INR,SAP_S4,2018-06-27,MAT_00258,partial_description
NTPC,NTP-CAB-706550,PVC ARMOURED CABLE 16 SQMM 4C IEC 60502 ALUMINIUM,Application: industrial service. Material: Aluminium. Size: 16 mm. Standard: IEC 60502. ,CBL-80,Electrical Cables,MTR,Polycab,Korba,,,LEGACY_ERP,2019-05-21,MAT_05641,reordered
NTPC,NTP-GAS-710368,PTFE GASKET / PTFE DN150 CL900 ASME B16.20,,GSK-50,Sealing & Gasket Materials,EA,Spitmaan,Singrauli,1631.46,INR,SAP_S4,2025-12-29,MAT_09459,mixed_format
CPCL,CPC-ALT-003987,GATE VALVE SS316 25MM CL 150 ASME B16.34 MFR L&T VALVES,Application: industrial service. Material: SS316. Size: 25 mm. Pressure class: 150. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,NOS,,Ennore,128624.89,INR,SAP_S4,2026-02-28,MAT_00441,abbreviation_variation
SAIL,STL-FAS-708435,PLAIN WASHER / ASTM A193 B7 M6 X 75MM IS 1363,Application: industrial service. Material: ASTM A193 B7. Size: 6 mm. Standard: IS 1363. ,FST-90,Fasteners,PCS,Unbrako,Durgapur,553.24,INR,SAP_S4,2021-04-01,MAT_07526,mixed_format
CPCL,CPC-ALT-004275,BALL VALVE CS 50MM CL 300 BS,Application: industrial service. Material: CS. Size: 50 mm. Pressure class: 300. Standard: BS 53351. Manufacturer: KSB.,VLV-10,Flow Control Valves,NOS,,Manali,88142.45,INR,SAP_S4,2017-07-16,MAT_00435,missing_spec
CPCL,CPC-VAL-707381,BALL VALVE WCB DN65 CL300 ASME B16.34,Application: industrial service. Material: WCB. Size: 65 mm. Pressure class: 300. Standard: ASME B16.34. Manufacturer: L&T Valves.,VLV-10,Flow Control Valves,PCS,L&T Valves,Ennore,203474.75,INR,SAP_ECC,2024-06-13,MAT_06472,abbreviated
SAIL,STL-PIP-00502,SS304 PIPE SCH 40 IS 1239,,PIP-20,Piping Materials,MTR,Jindal SAW,Rourkela,6442.11,INR,SAP_ECC,2022-09-02,MAT_00502,missing_spec
IOCL,IOC-CAB-704783,INSTRUMENTATION CABLE 3C 6 SQMM ALUMINIUM IS 1554,Application: industrial service. Material: Aluminium. Size: 6 mm. Standard: IS 1554. Manufacturer: Polycab.,CBL-80,Electrical Cables,MTR,Polycab,Panipat,1077.9,INR,SAP_MM,2024-01-05,MAT_03874,typo_injected
NTPC,NTP-ALT-003646,ASTM A312 CS SCH 160 PIPE 15MM,Application: industrial service. Material: CS. Size: 15 mm. Standard: ASTM A312. Manufacturer: ISMT. Schedule: 160.,PIP-20,Piping Materials,MTR,,Singrauli,6160.24,INR,SAP_S4,2020-03-04,MAT_00120,reordered
SAIL,STL-INS-710249,TEMPERATURE GAUGE IEC 61508 SS304 DN100,Application: industrial service. Material: SS304. Size: 100 mm. Standard: IEC 61508. ,INS-120,Instrumentation,NOS,Honeywell,Bhilai,86845.3,INR,SAP_S4,2016-10-12,MAT_09340,reordered
SAIL,STL-BEA-700901,OIL FILTER CARBON STEEL/SS 20MM API 614,Application: industrial service. Material: Bearing Steel. Size: 60 mm. Standard: ISO 15. ,BRG-40,Rotating Equipment Bearings,EA,Timken,Bokaro,56360.44,INR,SAP_S4,2017-01-04,MAT_00562,mixed_format
IOCL,IOC-VAL-707688,CL150 DI API 6D DN200 NEEDLE VALVE,Application: industrial service. Material: DI. Size: 200 mm. Pressure class: 150. Standard: API 6D. Manufacturer: Forbes Marshall.,VLV-10,Flow Control Valves,NOS,Forbes Marshall,Panipat,25031.76,INR,LEGACY_ERP,2022-07-30,MAT_06779,reordered
ONGC,OGC-FAS-706480,HEAVY HEX BOLT 8.8 M10 X 100MM IS 1364,Application: industrial service. Material: 8.8. Size: 10 mm. Standard: IS 1364. Manufacturer: Unbrako.,FST-90,Fasteners,NOS,Unbrako,Uran,35.04,INR,SAP_MM,2021-08-03,MAT_05571,standard_included
CPCL,CPC-ELE-702006,CONTACTOR THERMOPLASTIC,,ELC-130,Electrical Switchgear & Components,PCS,,,,,SAP_S4,2016-11-10,MAT_01097,partial_description
CPCL,CPC-BEA-703865,22200 CYLINDRICAL ROLLER BEARING BORE 60MM ISO 199,Application: industrial service. Material: Bearing Steel. Size: 60 mm. Standard: ISO 199. Manufacturer: SKF.,BRG-40,Rotating Equipment Bearings,EA,SKF,,766.57,INR,CUSTOM_ERP,2018-07-12,MAT_02956,abbreviation_variation
NTPC,NTP-PUM-706763,PROCESS PUMP / SS316 DN200 API 610,Application: industrial service. Material: SS316. Size: 200 mm. Standard: API 610. Manufacturer: Sulzer.,PMP-60,Pumps & Pump Spares,NOS,Sulzer,Vijayawada,408764.02,INR,LEGACY_ERP,2015-09-13,MAT_05854,mixed_format
IOCL,IOC-CAB-710103,POWER  CABLE  1C  1.5  SQMM  ALUMINIUM  IS  1554,Application: industrial service. Material: Aluminium. Size: 1.5 mm. Standard: IS 1554. Manufacturer: Polycab.,CBL-80,Electrical Cables,M,,Barauni,1605.75,INR,SAP_ECC,2023-07-03,MAT_09194,noisy_erp
IOCL,IOC-ELE-708543,DN10 MCCB COPPER IEC 60898 CL440V,Application: industrial service. Material: Copper. Size: 10 mm. Pressure class: 440V. Standard: IEC 60898. Manufacturer: Schneider Electric.,ELC-130,Electrical Switchgear & Components,NOS,,Gujarat,5411.0,INR,SAP_ECC,2025-03-20,MAT_07634,reordered
NTPC,NTP-BEA-00513,6000 SPHERICAL ROLLER BRG,,BRG-40,Rotating Equipment Bearings,NOS,Timken,Dadri,5054.32,INR,SAP_ECC,2019-03-23,MAT_00513,partial_description
CPCL,CPC-ALT-004119,AC  INDUCTION  MOTOR  3KW  2900RPM  FRAME  132  IS  12615,Application: industrial service. Material: Copper/Aluminium. Size: 132 mm. Standard: IS 12615. Manufacturer: BHEL. Power Kw: 3. Rpm: 2900.,MTR-70,Electrical Motors,PCS,BHEL,Manali,341791.08,INR,LEGACY_ERP,2026-04-29,MAT_00497,abbreviation_variation
NTPC,NTP-FAS-00145,HEX HEAD BOLT SS304 M24 X 150MM IS 1363,Application: industrial service. Material: SS304. Size: 24 mm. Standard: IS 1363. Lentgh Mm: 150.,FST-90,Fasteners,PCS,LPS Bossard,,38.49,INR,SAP_ECC,2020-12-13,MAT_00145,typo_injected
ONGC,OGC-CAB-707103,POWER CABLE / 2C 2.5 SQMM COPPER IS 7098,Application: industrial service. Material: Copper. Size: 2.5 mm. Standard: IS 7098. Manufacturer: Finolex.,CBL-80,Electrical Cables,RM,Finolex,Ahmedabad,,,LEGACY_ERP,2017-06-05,MAT_06194,mixed_format
ONGC,OGC-BEA-707572,22200 CYLINDRICAL ROLLER BEAIRNG BORE 40MM ISO 15,Application: industrial service. Material: Chrome Steel. Size: 40 mm. Standard: ISO 15. ,BRG-40,Rotating Equipment Bearings,NOS,NSK,Hazira,2866.03,INR,CUSTOM_ERP,2024-03-04,MAT_06663,typo_injected
NTPC,NTP-FIL-704192,OIL FILTER SS316 DN20 API 614,Application: industrial service. Material: SS316. Size: 20 mm. Standard: API 614. Manufacturer: Hydac.,FLT-100,Filtration Materials,EA,Hydac,Korba,17359.82,INR,SAP_MM,2015-04-04,MAT_03283,abbreviated
CPCL,CPC-INS-707703,"PRESSURE GAUGE ALUMINIUM 4"" IEC 60770",Application: industrial service. Material: Aluminium. Size: 100 mm. Standard: IEC 60770. Manufacturer: ABB.,INS-120,Instrumentation,EA,ABB,Manali,188536.06,INR,SAP_ECC,2025-11-29,MAT_06794,unit_variation
ONGC,OGC-ELE-700264,"SS304 PIPE 4"" SCH 10S API 5L",,ELC-130,Electrical Switchgear & Components,PCS,Eaton,Hazira,78151.16,INR,LEGACY_ERP,2023-07-28,MAT_00563,noisy_erp
IOCL,IOC-VAL-00300,BUTTERFLY  VALVE  SS316  150MM  CL  600  ASME  B16.34,Application: industrial service. Material: SS316. Size: 150 mm. Pressure class: 600. Standard: ASME B16.34. Manufacturer: Audco India.,VLV-10,Flow Control Valves,NOS,Audco India,Paradip,140687.73,INR,SAP_ECC,2021-07-04,MAT_00300,noisy_erp
CPCL,CPC-PUM-00238,MULTISTAGE / PUMP CAST IRON/SS 25MM IS 5120,Application: industrial service. Material: Cast Iron/SS. Size: 25 mm. Standard: IS 5120. Manufacturer: KSB. Power Kw: 15.,PMP-60,Pumps & Pump Spares,NOS,KSB,Nagapattinam,306025.44,INR,SAP_MM,2022-09-06,MAT_00238,mixed_format
NTPC,NTPGAS00271,"PTFE GASKET GRAPHITE/PTFE 8"" CLASS 600 ASME B16.20",Application: industrial service. Material: Graphite/PTFE. Size: 200 mm. Pressure class: 600. Standard: ASME B16.20. Manufacturer: Spitmaan.,GSK-50,Sealing & Gasket Materials,EACH,Spitmaan,Singrauli,9677.76,INR,SAP_ECC,2025-01-03,MAT_00271,standard_included
IOCL,IOCFLA00408,ASME B16.47 BLIND FLANGE 100MM CL 600 SS316,Application: industrial service. Material: SS316. Size: 100 mm. Pressure class: 600. Standard: ASME B16.47. Manufacturer: ISMT.,FLG-30,Pipe Flanges & Fittings,NOS,ISMT,Gujarat,42879.45,INR,SAP_S4,2018-09-01,MAT_00408,reordered
IOCL,IOC-VAL-705048,BUTTERFLY  VALVE  DI  DN250  CL300  API  598,,VLV-10,Flow Control Valves,EA,,Gujarat,214381.56,INR,SAP_ECC,2015-04-15,MAT_04139,noisy_erp
IOCL,IOC-MOT-00375,AC INDUCTION MOTOR 15KW,Application: industrial service. Material: Copper/Aluminium. Size: 80 mm. Standard: IS 12615. Power Kw: 15. Rpm: 960.,MTR-70,Electrical Motors,NOS,,Paradip,,,SAP_S4,2024-07-29,MAT_00375,partial_description
CPCL,CPC-FAS-00185,HEX HEAD BOLT SS304,Application: industrial service. Material: SS304. Size: 12 mm. Standard: IS 1363. Length Mm: 50.,FST-90,Fasteners,NOS,Unbrako,Manali,442.24,INR,LEGACY_ERP,2019-09-02,MAT_00185,partial_description
SAIL,STL-ALT-003057,AC  INDUCTION  MOTOR  5.5KW  960RPM  FRAME  132  IS  12615 *,Application: industrial service. Maetrial: Copper/Aluminium. Size: 132 mm. Standard: IS 12615. Manufacturer: Baldor. Power Kw: 5.5. Rpm: 960.,MTR-70,Electrical Motors,EA,,Bokaro,458930.1,INR,CUSTOM_ERP,2023-03-05,MAT_00427,noisy_erp
IOCL,IOC-ELE-700416,HEX / HEAD BOLT SS304 M10 X 50MM IS 1363,Application: industrial service. Material: Thermoplastic. Size: 6 mm. Pressure class: 415V. Standard: IEC 60898. ,ELC-130,Electrical Switchgear & Components,PCS,,Panipat,49351.72,INR,SAP_MM,2023-06-09,MAT_00261,mixed_format
NTPC,NTP-FIL-704373,OIL FILTER SS316 DN10 ISO 16889 MFR PALL,Application: industrial service. Material: SS316. Size: 10 mm. Standard: ISO 16889. ,FLT-100,Filtration Materials,EA,Pall,Dadri,5699.26,INR,SAP_MM,2025-10-19,MAT_03464,vendor_included
IOCL,IOC-ALT-005094,GATE VALVE SS304,,VLV-10,Flow Control Valves,NOS,L&T Valves,Paradip,146861.2,INR,LEGACY_ERP,2016-03-19,MAT_00189,typo_injected
ONGC,OGC-PIP-703859,ASTM  A312  TP304  SEAMLESS  PIPE  15NB  SCH  40  IS  1239 ASSY,Application: industrial service. Material: ASTM A312 TP304. Size: 15 mm. Standard: IS 1239. ,PIP-20,Piping Materials,M,Welspun,Hazira,7083.65,INR,CUSTOM_ERP,2023-09-08,MAT_02950,noisy_erp
CPCL,CPC-VAL-00580,GLOBE VLV SS316 40NB CL600 ASME B16.34,Application: industrial service. Material: SS316. Size: 40 mm. Pressure class: 600. Standard: ASME B16.34. Manufacturer: Forbes Marshall.,VLV-10,Flow Control Valves,EACH,Forbes Marshall,Manali,114209.74,INR,SAP_MM,2018-08-06,MAT_00580,abbreviated
ONGC,OGC-PIP-00347,LTCS PIPE 200NB SCH10S API 5L,Application: industrial service. Material: LTCS. Size: 200 mm. Standard: API 5L. Manufacturer: ISMT. Schedule: 10S.,PIP-20,Piping Materials,RM,ISMT,Mumbai Offshore,565.55,INR,LEGACY_ERP,2024-09-09,MAT_00347,abbreviated
NTPC,NTP-VAL-702697,GATE VALVE / WC6 DN40 CL900 API 6D,Application: industrial service. Material: WC6. Size: 40 mm. Pressure class: 900. Standard: API 6D. Manufacturer: Kirloskar.,VLV-10,Flow Control Valves,NOS,Kirloskar,Dadri,256152.3,INR,LEGACY_ERP,2024-01-10,MAT_01788,mixed_format
IOCL,IOC-ALT-003094,XLPE  ARMOURED  CABLE  1C  95  SQMM  COPPER  IS  7098 -,,CBL-80,Electrical Cables,M,,Barauni,,,SAP_ECC,2019-09-26,MAT_00525,vendor_included
NTPC,NTPPIP00171,SS304  PIPE  200MM  SCH  40  API  5L,Application: industrial service. Material: SS304. Size: 200 mm. Standard: API 5L. Manufacturer: Ratnamani Metals. Schedule: 40.,PIP-20,Piping Materials,RM,Ratnamani Metals,Singrauli,2498.58,INR,LEGACY_ERP,2019-09-28,MAT_00171,noisy_erp
